id,gender,Age,abonoment_type,visit_per_week,attend_group_lesson,avg_time_check_in,avg_time_check_out,avg_time_in_gym,drink_abo,personal_training,name_personal_trainer,uses_sauna,Mon,Tue,Wed,Thu,Fri,Sat,Sun,has_fav_group_lesson,Group_Lesson_Kickboxen,Group_Lesson_BodyPump,Group_Lesson_Zumba,Group_Lesson_XCore,Group_Lesson_Running,Group_Lesson_Yoga,Group_Lesson_LesMiles,Group_Lesson_Pilates,Group_Lesson_HIT,Group_Lesson_Spinning,Group_Lesson_BodyBalance,has_fav_drink,fav_drink_berryboost,fav_drink_lemon,fav_drink_passion_fruit,fav_drink_coconut_pineapple,fav_drink_orange,fav_drink_black_currant
443,Female,25,Standard,2,1,13:59:00,15:29:00,90,0,1,Jeffrey,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
444,Male,49,Standard,2,0,18:40:00,20:46:00,126,0,1,Hanna,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,Female,35,Premium,1,0,12:12:00,14:48:00,156,1,0,No PT,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
446,Female,41,Standard,2,1,14:06:00,16:06:00,120,1,1,Jeffrey,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0
447,Male,33,Premium,3,0,9:14:00,10:31:00,77,1,0,No PT,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
448,Female,27,Premium,2,0,17:22:00,19:32:00,130,1,0,No PT,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
449,Female,18,Standard,3,1,18:43:00,21:06:00,143,1,0,No PT,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0
450,Male,18,Premium,4,1,19:08:00,21:32:00,144,1,0,No PT,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
451,Female,30,Premium,4,1,14:27:00,16:09:00,102,0,1,Jeffrey,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
452,Female,39,Standard,4,1,16:21:00,17:34:00,73,1,1,Jeffrey,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
453,Female,30,Standard,3,1,18:36:00,20:33:00,117,1,1,Jeffrey,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
454,Female,25,Premium,4,1,18:14:00,19:59:00,105,0,1,Chantal,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
455,Female,16,Standard,1,1,20:02:00,22:37:00,155,0,1,Mike,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
456,Male,30,Standard,3,1,14:55:00,16:01:00,66,0,1,Chantal,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
457,Female,41,Premium,1,0,16:21:00,18:39:00,138,1,1,Hanna,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
458,Female,38,Standard,3,1,11:37:00,12:57:00,80,1,1,Jeffrey,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
459,Male,46,Standard,3,0,18:28:00,19:40:00,72,0,1,Jeffrey,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,Female,28,Premium,4,0,9:22:00,10:57:00,95,0,1,Jeffrey,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,Male,15,Premium,2,1,19:07:00,22:02:00,175,1,0,No PT,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
462,Male,25,Premium,2,0,10:55:00,13:51:00,176,1,0,No PT,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
463,Female,18,Standard,2,0,18:15:00,20:59:00,164,0,0,No PT,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,Female,38,Premium,4,1,20:54:00,22:41:00,107,0,1,Hanna,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
465,Female,22,Standard,4,0,14:33:00,15:48:00,75,1,0,No PT,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
466,Female,44,Premium,3,0,17:47:00,18:30:00,43,1,1,Jeffrey,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
467,Male,14,Premium,5,1,8:25:00,10:08:00,103,0,1,Mike,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
468,Female,41,Premium,3,0,9:56:00,11:39:00,103,0,1,Chantal,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,Male,34,Premium,2,1,13:39:00,14:34:00,55,0,1,Jeffrey,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
470,Male,26,Premium,1,1,12:45:00,14:09:00,84,1,1,Chantal,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
471,Female,48,Standard,1,0,10:42:00,11:57:00,75,1,1,Chantal,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
472,Male,45,Standard,1,1,9:31:00,10:42:00,71,1,0,No PT,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
473,Male,20,Standard,4,1,9:46:00,11:55:00,129,0,1,Mike,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
474,Male,33,Standard,3,1,16:59:00,18:31:00,92,1,1,Jeffrey,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
475,Male,23,Standard,2,0,11:56:00,13:42:00,106,0,1,Jeffrey,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,Male,23,Standard,2,1,17:37:00,19:57:00,140,1,1,Mike,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
477,Female,22,Premium,1,0,9:43:00,10:37:00,54,1,0,No PT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
478,Female,43,Standard,3,0,11:56:00,12:35:00,39,0,1,Mike,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,Male,14,Premium,2,0,12:23:00,14:44:00,141,1,1,Chantal,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
480,Male,24,Premium,2,1,11:46:00,14:43:00,177,0,0,No PT,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
481,Female,45,Standard,1,0,20:40:00,23:14:00,154,1,0,No PT,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
482,Male,19,Premium,2,1,12:50:00,14:56:00,126,1,0,No PT,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
483,Female,26,Premium,3,1,18:41:00,21:00:00,139,1,1,Mike,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1
484,Male,28,Standard,2,0,14:12:00,15:26:00,74,1,0,No PT,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
485,Male,45,Standard,1,1,18:07:00,19:42:00,95,0,0,No PT,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
486,Male,49,Standard,3,1,17:10:00,18:03:00,53,1,1,Mike,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
487,Female,26,Standard,2,1,15:44:00,18:17:00,153,0,1,Chantal,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
488,Male,43,Premium,5,0,17:52:00,20:52:00,180,0,1,Mike,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,Male,33,Premium,2,0,12:42:00,15:01:00,139,1,1,Mike,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
490,Female,28,Standard,3,0,9:55:00,10:55:00,60,0,1,Chantal,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,Female,49,Premium,1,1,8:06:00,10:41:00,155,0,1,Jeffrey,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
492,Male,16,Standard,2,0,11:43:00,12:52:00,69,0,0,No PT,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,Female,39,Standard,2,1,15:14:00,17:39:00,145,1,0,No PT,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
494,Female,12,Standard,3,1,11:50:00,13:43:00,113,1,0,No PT,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
495,Male,40,Standard,3,0,8:41:00,9:35:00,54,1,0,No PT,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
496,Male,44,Premium,1,0,15:34:00,16:41:00,67,1,1,Jeffrey,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
497,Female,12,Premium,2,0,8:05:00,10:14:00,129,0,0,No PT,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,Male,43,Premium,4,1,10:38:00,11:41:00,63,1,1,Jeffrey,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0
499,Female,29,Premium,3,1,20:43:00,21:23:00,40,1,0,No PT,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
500,Male,19,Standard,3,0,14:34:00,15:34:00,60,1,0,No PT,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
501,Male,19,Premium,2,1,19:22:00,20:25:00,63,0,0,No PT,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
502,Male,13,Premium,1,0,16:10:00,16:40:00,30,1,0,No PT,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
503,Female,16,Standard,3,0,15:10:00,16:06:00,56,0,1,Chantal,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,Female,23,Standard,3,1,12:33:00,14:41:00,128,0,0,No PT,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
505,Male,35,Standard,1,0,16:19:00,19:13:00,174,1,0,No PT,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
506,Female,27,Premium,2,0,18:28:00,20:20:00,112,1,0,No PT,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
507,Female,47,Premium,2,1,15:09:00,16:18:00,69,1,1,Chantal,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
508,Male,45,Standard,1,0,19:23:00,20:50:00,87,0,1,Jeffrey,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,Female,27,Premium,1,0,14:17:00,15:42:00,85,0,0,No PT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,Male,19,Standard,3,1,12:56:00,15:52:00,176,0,1,Jeffrey,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
511,Male,36,Standard,1,1,11:56:00,12:58:00,62,1,1,Mike,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
512,Male,23,Standard,3,1,19:02:00,21:09:00,127,0,0,No PT,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
513,Male,25,Premium,1,1,14:30:00,15:03:00,33,1,1,Hanna,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
514,Female,23,Standard,3,1,12:43:00,13:13:00,30,1,0,No PT,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
515,Female,21,Standard,1,0,8:29:00,9:53:00,84,1,0,No PT,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
516,Female,48,Premium,1,1,14:44:00,17:01:00,137,0,1,Chantal,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
517,Male,26,Standard,4,0,8:44:00,11:11:00,147,1,0,No PT,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
518,Male,17,Standard,2,1,8:24:00,9:57:00,93,0,0,No PT,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,Male,13,Standard,2,1,10:34:00,12:49:00,135,1,0,No PT,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
520,Female,33,Standard,3,0,19:30:00,21:59:00,149,1,0,No PT,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
521,Female,31,Premium,4,0,20:33:00,22:56:00,143,1,0,No PT,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
522,Female,24,Standard,2,1,20:25:00,20:55:00,30,0,0,No PT,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,Female,30,Premium,1,0,17:59:00,20:47:00,168,0,1,Chantal,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,Female,15,Standard,2,1,14:20:00,17:01:00,161,0,0,No PT,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,Female,27,Premium,5,0,18:22:00,19:04:00,42,0,0,No PT,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,Male,16,Standard,4,1,13:43:00,14:14:00,31,1,1,Mike,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
527,Female,34,Premium,3,0,11:15:00,13:24:00,129,1,1,Chantal,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
528,Female,26,Standard,3,1,8:27:00,10:39:00,132,1,0,No PT,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
529,Male,20,Premium,2,0,8:50:00,10:13:00,83,0,0,No PT,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,Female,45,Premium,3,1,19:59:00,20:57:00,58,1,0,No PT,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
531,Male,31,Premium,2,1,14:51:00,17:44:00,173,0,1,Mike,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,Male,48,Premium,4,1,16:04:00,18:33:00,149,0,1,Chantal,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,Female,39,Premium,4,0,18:58:00,20:43:00,105,0,0,No PT,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,Male,28,Standard,5,0,14:53:00,16:53:00,120,1,0,No PT,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
535,Male,18,Premium,3,1,17:46:00,20:29:00,163,0,1,Jeffrey,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
536,Male,36,Premium,3,0,16:05:00,18:19:00,134,0,0,No PT,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,Female,26,Standard,3,1,10:22:00,11:36:00,74,0,1,Chantal,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,Male,44,Premium,2,0,8:10:00,9:57:00,107,1,1,Jeffrey,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
539,Male,12,Premium,1,1,17:08:00,19:26:00,138,0,0,No PT,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
540,Male,24,Standard,1,1,8:58:00,11:53:00,175,0,1,Hanna,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
541,Male,48,Premium,2,0,16:59:00,18:18:00,79,0,0,No PT,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,Female,13,Premium,1,1,11:55:00,12:55:00,60,0,0,No PT,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,Female,29,Standard,2,0,14:45:00,16:43:00,118,1,1,Jeffrey,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
544,Female,12,Premium,2,1,9:49:00,11:30:00,101,0,1,Hanna,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
545,Female,37,Premium,1,1,15:26:00,16:15:00,49,1,0,No PT,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0
546,Female,20,Standard,1,0,8:55:00,10:23:00,88,1,1,Hanna,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
547,Male,22,Standard,2,0,16:19:00,17:42:00,83,1,0,No PT,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
548,Female,13,Standard,2,1,16:36:00,17:32:00,56,1,0,No PT,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
549,Male,35,Premium,1,1,16:27:00,17:25:00,58,0,1,Jeffrey,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
550,Female,18,Premium,1,0,18:01:00,18:36:00,35,1,1,Jeffrey,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
551,Female,36,Standard,2,0,15:38:00,17:36:00,118,0,1,Mike,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,Female,37,Standard,1,1,15:55:00,16:33:00,38,0,0,No PT,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
553,Male,37,Standard,3,1,18:23:00,20:28:00,125,0,0,No PT,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
554,Female,46,Premium,3,1,18:15:00,20:10:00,115,0,1,Jeffrey,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
555,Male,39,Premium,4,1,19:22:00,21:18:00,116,1,0,No PT,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
556,Female,39,Standard,2,0,10:32:00,12:28:00,116,0,0,No PT,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,Female,37,Standard,1,1,10:36:00,11:56:00,80,1,0,No PT,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
558,Male,48,Standard,3,0,15:32:00,16:25:00,53,1,1,Hanna,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
559,Female,46,Premium,2,0,17:54:00,19:17:00,83,0,0,No PT,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,Female,45,Standard,2,0,15:36:00,17:56:00,140,0,1,Hanna,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,Female,43,Premium,5,1,13:20:00,14:41:00,81,1,0,No PT,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
562,Female,38,Standard,1,1,12:52:00,15:23:00,151,1,0,No PT,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
563,Female,16,Premium,5,0,18:39:00,20:06:00,87,0,1,Jeffrey,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,Female,17,Standard,2,0,16:59:00,19:27:00,148,0,0,No PT,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,Male,42,Standard,1,1,12:52:00,14:18:00,86,0,0,No PT,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
566,Female,33,Standard,2,0,9:56:00,12:52:00,176,0,1,Hanna,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,Female,44,Premium,4,1,19:09:00,21:55:00,166,1,0,No PT,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
568,Female,35,Premium,5,0,10:41:00,13:41:00,180,0,0,No PT,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,Male,31,Premium,2,1,20:28:00,21:52:00,84,1,1,Hanna,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
570,Male,40,Standard,1,0,18:30:00,19:44:00,74,1,0,No PT,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
571,Female,49,Premium,2,0,10:11:00,11:28:00,77,1,1,Hanna,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
572,Female,16,Standard,5,1,17:04:00,17:45:00,41,1,0,No PT,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
573,Male,27,Premium,3,0,18:16:00,20:37:00,141,0,0,No PT,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,Female,49,Premium,2,0,19:30:00,20:52:00,82,1,1,Chantal,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
575,Female,33,Premium,1,0,16:29:00,17:07:00,38,0,1,Hanna,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,Male,16,Premium,2,1,12:40:00,13:52:00,72,1,1,Chantal,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
577,Female,21,Standard,2,0,10:26:00,12:21:00,115,1,1,Mike,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
578,Male,41,Premium,5,0,20:35:00,22:30:00,115,0,0,No PT,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,Male,35,Premium,2,0,19:50:00,22:24:00,154,0,1,Hanna,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,Male,18,Standard,3,1,16:10:00,17:04:00,54,1,0,No PT,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
581,Male,49,Premium,3,0,15:25:00,18:05:00,160,1,0,No PT,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
582,Female,44,Premium,2,1,14:41:00,16:35:00,114,0,0,No PT,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,Female,30,Standard,1,0,16:34:00,19:02:00,148,0,0,No PT,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,Male,28,Standard,3,0,10:48:00,12:09:00,81,0,0,No PT,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,Female,26,Premium,2,1,20:45:00,21:48:00,63,0,1,Chantal,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,Male,32,Standard,3,0,8:13:00,9:06:00,53,1,0,No PT,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
587,Male,26,Premium,5,1,15:57:00,17:38:00,101,0,0,No PT,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
588,Male,19,Premium,3,1,8:22:00,9:14:00,52,0,1,Hanna,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
589,Male,15,Standard,4,0,14:06:00,15:54:00,108,1,0,No PT,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
590,Male,31,Standard,2,1,9:51:00,11:04:00,73,0,1,Chantal,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
